Timestamp,Salary,Inflation_Rate,Individual_ID,GDP_Growth,Unemployment_Rate
2024-01,1669498.9487226596,5.885723390553134,ID0000,4.72956323100011,6.505108085991519
2024-02,1638864.631792051,6.028394069867133,ID0000,7.042644640394026,6.741323001634966
2024-03,1518698.9383116006,5.82912509758123,ID0000,5.577369299585325,6.532719234184696
2024-04,1768858.8475908607,5.10202837426494,ID0000,8.228057199676803,5.0695335940963
2024-05,1605154.760017458,6.282009062797495,ID0000,7.662576543913946,5.4046453197055015
2024-06,1522147.5445919284,5.234030986939223,ID0000,5.5690145867495655,4.547719434174482
2024-07,1728181.0496143529,6.020137201854922,ID0000,6.608952731246116,6.795309802054344
2024-08,1609315.0279441716,5.665291521982306,ID0000,5.978427125428087,7.235675115129278
2024-09,1570793.3121076135,6.371392973171622,ID0000,5.883259032002725,5.984434635871986
2024-10,1511076.43232028,6.743170106002773,ID0000,6.154521148216356,6.256350622765701
2024-11,1671636.84657955,6.053806907045131,ID0000,6.946940126913377,6.066978734000694
2024-12,1646296.1170575062,5.407644231434837,ID0000,6.366889525397848,6.530506261443069
2024-01,554128.6298728392,6.592099807825193,ID0001,5.91463614148694,6.677768599932454
2024-02,509584.35921233223,6.172031258714005,ID0001,4.077370869914118,7.33250173902986
2024-03,512914.06256306695,5.096518448344216,ID0001,5.511782216696995,7.0521997723947605
2024-04,566566.6623786207,6.2672235008980035,ID0001,6.621138122710595,6.055923187746163
2024-05,525026.5737015465,5.49608971156921,ID0001,5.990638021812527,5.174333136135681
2024-06,505119.2873650453,6.294365372418575,ID0001,6.9461302454175895,5.665871684840792
2024-07,498447.1935815029,6.348457598769112,ID0001,7.4308921102508005,7.398878524401283
2024-08,495132.2358877783,6.532669812945417,ID0001,7.702202865020579,5.882058130087679
2024-09,486799.4681183154,5.914194557507803,ID0001,7.573518136832983,6.46006899339085
2024-10,463508.84468790016,5.8535291161360545,ID0001,5.117295143884906,5.377693781944899
2024-11,467860.1150451057,6.39516312479668,ID0001,5.382778463549192,6.808231663707853
2024-12,448634.86085064465,6.1534193281952785,ID0001,6.86557007327382,6.1726954810409165
2024-01,461205.49454137037,6.420846724709778,ID0002,7.708936138901431,6.771931585215443
2024-02,481769.69745990215,6.253563805596631,ID0002,6.084372495466554,7.060672967507742
2024-03,510738.64679766225,5.3041068808977085,ID0002,6.299088143081055,4.869539424424684
2024-04,563035.4148613462,5.631523965559375,ID0002,6.886737002884743,6.338201776494295
2024-05,458485.197565376,5.0790776613474895,ID0002,6.215497206482037,7.075569437064825
2024-06,513312.4159108362,6.0405356476868715,ID0002,5.57045677342257,7.018311189134002
2024-07,491867.59384796844,5.564165444106064,ID0002,6.342388468946502,5.835339082431444
2024-08,527134.2243849032,5.751144453978866,ID0002,6.987558950101817,5.732798729099022
2024-09,509357.0550317538,5.441292264902607,ID0002,7.289067282039458,6.277782339060144
2024-10,516439.2580815178,6.174050246066185,ID0002,4.308967814164289,5.952521927983514
2024-11,472134.5056735943,5.734729694886753,ID0002,6.005463186624048,6.641304375350293
2024-12,544299.6033084425,5.544161744521392,ID0002,5.624388354388041,5.995704013060089
2024-01,1085969.2604673232,5.946481176620809,ID0003,5.451636741644397,5.591077620180286
2024-02,1103051.7164095743,6.257270079309048,ID0003,7.488782397939549,6.678391005196039
2024-03,1126575.777650154,5.811340228528212,ID0003,7.279613566032223,5.7057645832400326
2024-04,1179516.6591257434,5.612621052340493,ID0003,8.423434487718882,6.56117047243181
2024-05,1167327.3134990886,5.008111415722152,ID0003,8.762411592623822,4.873786113043813
2024-06,1080481.1038603878,5.334568753466683,ID0003,6.6463938836111245,7.219688331195348
2024-07,1263511.3062149547,6.5131970222816715,ID0003,6.112208971475873,6.933096765379853
2024-08,1180958.521409465,6.377125472161892,ID0003,6.785126727948161,6.37538866387725
2024-09,1179380.5776263215,5.722836428000166,ID0003,6.478683679920466,6.215909508548255
2024-10,1245099.6866984272,5.612509538426586,ID0003,6.56686189457115,6.484631682985115
2024-11,1257946.4489201037,5.791084092105267,ID0003,6.099035115339158,6.733831400989964
2024-12,1216513.9088506217,5.894507434589744,ID0003,7.1929650652529435,5.34190712416323
2024-01,1282684.2491486608,6.0863118188151955,ID0004,6.017619329773931,6.0190604913002055
2024-02,1240456.2144806809,5.958382210928416,ID0004,6.105484968839883,7.000055652461739
2024-03,1180625.8690658666,5.895697994915574,ID0004,8.863558868740395,5.427714445632846
2024-04,1163142.021554817,5.786416942525063,ID0004,7.297666755155282,6.157230399462409
2024-05,1318352.5246898225,6.044947902174375,ID0004,6.750198550575832,6.272617367964803
2024-06,1216091.8551458945,5.485783646002495,ID0004,7.898893103372755,5.90171230436339
2024-07,1323134.0769936603,5.158738984647267,ID0004,4.6447977028431096,6.4728308340850464
2024-08,1286287.8487959087,5.961408332744817,ID0004,6.332196148935542,6.2057081318193195
2024-09,1210463.5610365635,7.271356475513241,ID0004,5.933206504892438,6.0242126885516045
2024-10,1113130.7723692849,5.858988776162382,ID0004,5.1406822679239035,7.2515626154707835
2024-11,1114437.024953041,5.575294989627545,ID0004,6.669959243475188,5.5414609805519515
2024-12,1284269.0923098458,6.758124388286983,ID0004,6.905530552733899,6.64893495458565
2024-01,808674.987192529,5.838148135533926,ID0005,6.6432663860670775,6.553640409517826
2024-02,799720.430594114,5.560203041708033,ID0005,7.275676380704692,6.604068658172934
2024-03,839980.5250718426,6.119651068905777,ID0005,6.5000445874249575,5.859914812488957
2024-04,853032.3563285529,5.341725851391583,ID0005,8.103184759468498,5.831279792482677
2024-05,808878.9803705362,5.555425076605669,ID0005,3.517414102618174,7.998127875578469
2024-06,792241.4720500276,5.046608442980372,ID0005,4.97452238186955,4.609601024560597
2024-07,783410.4686563856,5.799414531394639,ID0005,7.204948017714157,7.513634030007495
2024-08,762354.7367904151,5.677172769394138,ID0005,8.552741258853398,5.07780824787369
2024-09,797099.6717087001,5.330335927650647,ID0005,6.992918428043091,6.579251292997323
2024-10,753955.5549622478,6.59596807760946,ID0005,6.286714139363033,7.253459777266489
2024-11,759277.7998959725,4.8894875164300755,ID0005,7.192792132405209,6.669952525143232
2024-12,748641.2207186577,4.653751825762003,ID0005,8.075785005604056,6.112012826949897
2024-01,1135035.694072878,6.553617560628976,ID0006,7.074868645318273,6.7771823913328735
2024-02,1087541.0448503164,5.600029711610562,ID0006,6.76033924953793,6.763889613216131
2024-03,1045326.741384948,5.344398974374105,ID0006,5.503829115213396,6.0266525532659285
